ticket_id,timestamp,customer_id,category,status,priority,resolution_hours,description
T000209,2025-10-29T22:06:50,C00009,portabilidad,resuelto,baja,69.9,"Portabilidad bloqueada, requiere intervención."
T000210,2025-10-11T10:17:12,C00439,intermitencias,escalado,baja,29.2,Cortes intermitentes cada pocos minutos.
T000211,2025-10-14T09:30:48,C00471,instalacion,abierto,alta,,Técnico no acudió a la cita programada.
T000212,2025-10-07T17:15:26,C00136,intermitencias,en_proceso,media,,Cortes intermitentes cada pocos minutos.
T000213,2025-10-05T11:04:38,C00293,instalacion,cerrado,baja,25.0,Instalación pendiente desde hace 10 días.
T000214,2025-10-24T10:11:30,C00089,consulta_tarifa,resuelto,baja,7.9,Solicita información sobre paquete convergente.
T000215,2025-10-29T21:29:40,C00329,portabilidad,cerrado,media,55.5,Solicita portabilidad desde otro operador.
T000216,2025-10-04T19:25:58,C00400,averia_router,abierto,alta,,"Router emite olor a quemado, requiere sustitución."
T000217,2025-10-21T05:16:58,C00477,velocidad_baja,cerrado,baja,84.5,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000218,2025-10-01T13:19:19,C00325,sin_servicio,cerrado,baja,62.8,"Sin servicio en toda la zona, varios avisos."
T000219,2025-10-27T05:03:49,C00290,consulta_tarifa,abierto,media,,Solicita información sobre paquete convergente.
T000220,2025-10-20T01:44:29,C00498,intermitencias,resuelto,media,15.1,"Conexión inestable, especialmente por la noche."
T000221,2025-10-15T01:37:18,C00403,portabilidad,cerrado,media,9.1,"Portabilidad bloqueada, requiere intervención."
T000222,2025-10-28T17:46:35,C00382,consulta_tarifa,en_proceso,baja,,Solicita información sobre paquete convergente.
T000223,2025-10-07T07:53:53,C00391,velocidad_baja,resuelto,baja,38.6,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000224,2025-10-10T12:28:20,C00288,intermitencias,resuelto,baja,38.3,"Conexión inestable, especialmente por la noche."
T000225,2025-10-28T23:06:35,C00046,facturacion,resuelto,baja,41.6,Duplicidad en cobro de cuota mensual.
T000226,2025-10-17T17:24:02,C00305,sin_servicio,resuelto,media,33.8,"Router sin luz verde, cliente sin servicio."
T000227,2025-10-31T06:03:35,C00075,velocidad_baja,cerrado,baja,33.9,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000228,2025-10-19T03:31:58,C00080,portabilidad,abierto,alta,,Solicita portabilidad desde otro operador.
T000229,2025-10-08T04:03:22,C00445,sin_servicio,en_proceso,baja,,"Sin servicio en toda la zona, varios avisos."
T000230,2025-10-15T19:29:17,C00231,averia_router,abierto,media,,Router no enciende.
T000231,2025-10-11T06:51:09,C00105,portabilidad,abierto,baja,,Confirmación de portabilidad recibida.
T000232,2025-10-01T21:25:27,C00193,averia_router,resuelto,media,95.3,Router pierde configuración tras corte de luz.
T000233,2025-10-30T23:58:52,C00139,velocidad_baja,resuelto,baja,19.7,Velocidad muy baja en horario de tarde.
T000234,2025-10-14T04:05:58,C00340,velocidad_baja,resuelto,critica,6.9,Velocidad muy baja en horario de tarde.
T000235,2025-10-19T18:19:55,C00119,instalacion,cerrado,baja,83.3,Técnico no acudió a la cita programada.
T000236,2025-10-29T23:40:45,C00273,consulta_tarifa,resuelto,media,86.8,Solicita información sobre paquete convergente.
T000237,2025-10-28T05:14:53,C00475,sin_servicio,en_proceso,media,,"Router sin luz verde, cliente sin servicio."
T000238,2025-10-17T04:38:12,C00251,velocidad_baja,abierto,alta,,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000239,2025-10-31T08:26:48,C00155,consulta_tarifa,cerrado,baja,65.9,Solicita información sobre paquete convergente.
T000240,2025-10-31T09:06:03,C00132,facturacion,escalado,critica,26.8,Cargo no reconocido en la última factura.
T000241,2025-10-14T14:26:58,C00116,consulta_tarifa,cerrado,alta,3.3,Consulta sobre promociones vigentes.
T000242,2025-10-19T13:18:12,C00267,intermitencias,resuelto,baja,13.6,"Conexión inestable, especialmente por la noche."
T000243,2025-10-30T09:18:21,C00169,facturacion,resuelto,media,41.2,Cliente reclama subida de cuota sin aviso.
T000244,2025-10-10T19:42:30,C00442,portabilidad,resuelto,baja,13.7,Confirmación de portabilidad recibida.
T000245,2025-10-21T21:03:40,C00466,intermitencias,resuelto,media,50.5,Cortes intermitentes cada pocos minutos.
T000246,2025-10-28T01:20:54,C00273,intermitencias,resuelto,media,15.6,Cortes intermitentes cada pocos minutos.
T000247,2025-10-02T10:21:02,C00392,sin_servicio,en_proceso,alta,,Sin conexión desde anoche.
T000248,2025-10-31T21:58:51,C00478,instalacion,cerrado,media,39.8,Instalación pendiente desde hace 10 días.
T000249,2025-10-09T23:14:42,C00014,averia_router,en_proceso,baja,,Router no enciende.
T000250,2025-10-02T06:23:26,C00184,averia_router,resuelto,media,57.5,Router no enciende.
T000251,2025-10-23T18:08:56,C00365,sin_servicio,resuelto,media,48.5,"Sin servicio en toda la zona, varios avisos."
T000252,2025-10-07T16:12:50,C00084,instalacion,en_proceso,baja,,Instalación pendiente desde hace 10 días.
T000253,2025-10-21T01:13:52,C00114,facturacion,resuelto,media,93.0,Cliente reclama subida de cuota sin aviso.
T000254,2025-10-30T22:55:34,C00251,facturacion,cerrado,baja,89.0,Cliente reclama subida de cuota sin aviso.
T000255,2025-10-30T12:17:23,C00377,instalacion,cerrado,alta,41.3,Solicita cita para nueva instalación.
T000256,2025-10-29T19:50:02,C00275,consulta_tarifa,cerrado,baja,90.2,Consulta sobre promociones vigentes.
T000257,2025-10-12T22:17:11,C00266,velocidad_baja,resuelto,media,79.5,Cliente reporta velocidad inferior a la contratada.
T000258,2025-10-03T09:26:00,C00098,consulta_tarifa,escalado,baja,37.5,Consulta sobre promociones vigentes.
T000259,2025-10-23T09:30:30,C00086,averia_router,resuelto,alta,74.4,"Router emite olor a quemado, requiere sustitución."
T000260,2025-10-23T12:06:31,C00425,consulta_tarifa,resuelto,alta,66.4,Cliente pregunta por tarifas de fibra 1000.
T000261,2025-10-29T10:05:45,C00481,portabilidad,en_proceso,media,,Solicita portabilidad desde otro operador.
T000262,2025-10-29T15:46:02,C00460,intermitencias,resuelto,baja,2.9,Wifi se cae varias veces al día.
T000263,2025-10-08T23:04:00,C00368,facturacion,cerrado,baja,31.4,Duplicidad en cobro de cuota mensual.
T000264,2025-10-18T14:51:34,C00044,sin_servicio,en_proceso,media,,"Sin servicio en toda la zona, varios avisos."
T000265,2025-10-19T09:11:33,C00282,consulta_tarifa,cerrado,critica,59.0,Cliente pregunta por tarifas de fibra 1000.
T000266,2025-10-28T10:50:43,C00447,consulta_tarifa,abierto,baja,,Solicita información sobre paquete convergente.
T000267,2025-10-03T11:46:51,C00215,intermitencias,en_proceso,baja,,"Conexión inestable, especialmente por la noche."
T000268,2025-10-09T18:31:34,C00061,averia_router,resuelto,alta,43.1,Router pierde configuración tras corte de luz.
T000269,2025-10-23T06:21:26,C00255,intermitencias,escalado,baja,73.6,Cortes intermitentes cada pocos minutos.
T000270,2025-10-11T12:40:34,C00302,portabilidad,resuelto,baja,84.8,Solicita portabilidad desde otro operador.
T000271,2025-10-12T21:06:41,C00452,portabilidad,resuelto,media,57.9,Solicita portabilidad desde otro operador.
T000272,2025-10-09T23:21:15,C00076,averia_router,resuelto,media,79.3,Router no enciende.
T000273,2025-10-29T01:31:36,C00430,velocidad_baja,resuelto,baja,82.0,Velocidad muy baja en horario de tarde.
T000274,2025-10-08T19:58:08,C00345,averia_router,resuelto,baja,10.9,Router no enciende.
T000275,2025-10-09T14:42:30,C00495,averia_router,resuelto,media,57.3,Router pierde configuración tras corte de luz.
T000276,2025-10-16T16:06:52,C00189,portabilidad,cerrado,baja,3.9,"Portabilidad bloqueada, requiere intervención."
T000277,2025-10-15T05:10:29,C00242,consulta_tarifa,cerrado,alta,81.0,Cliente pregunta por tarifas de fibra 1000.
T000278,2025-10-26T14:03:39,C00212,intermitencias,en_proceso,alta,,Wifi se cae varias veces al día.
T000279,2025-10-31T12:48:47,C00271,facturacion,resuelto,media,10.9,Duplicidad en cobro de cuota mensual.
T000280,2025-10-14T22:35:50,C00219,sin_servicio,resuelto,media,89.7,"Sin servicio en toda la zona, varios avisos."
T000281,2025-10-30T19:41:58,C00289,instalacion,resuelto,media,60.0,Solicita cita para nueva instalación.
T000282,2025-10-30T14:00:33,C00120,portabilidad,resuelto,media,47.5,Solicita portabilidad desde otro operador.
T000283,2025-10-06T17:23:36,C00378,averia_router,escalado,baja,2.8,Router pierde configuración tras corte de luz.
T000284,2025-10-17T23:22:18,C00287,facturacion,cerrado,critica,40.0,Cliente reclama subida de cuota sin aviso.
T000285,2025-10-13T08:25:04,C00405,facturacion,abierto,baja,,Cliente reclama subida de cuota sin aviso.
T000286,2025-10-06T12:37:45,C00352,sin_servicio,resuelto,media,31.4,Sin conexión desde anoche.
T000287,2025-10-09T12:37:21,C00100,instalacion,resuelto,media,59.3,Solicita cita para nueva instalación.
T000288,2025-10-02T17:25:42,C00331,instalacion,cerrado,alta,46.3,Instalación pendiente desde hace 10 días.
T000289,2025-10-17T06:25:51,C00237,intermitencias,resuelto,media,85.7,"Conexión inestable, especialmente por la noche."
T000290,2025-10-16T07:35:14,C00285,consulta_tarifa,cerrado,baja,50.3,Consulta sobre promociones vigentes.
T000291,2025-10-04T05:08:37,C00497,velocidad_baja,resuelto,media,76.9,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000292,2025-10-26T22:28:24,C00432,intermitencias,resuelto,baja,94.4,"Conexión inestable, especialmente por la noche."
T000293,2025-10-16T06:25:06,C00364,intermitencias,resuelto,baja,57.3,Wifi se cae varias veces al día.
T000294,2025-10-22T22:30:32,C00425,velocidad_baja,resuelto,baja,84.3,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000295,2025-10-10T19:27:42,C00468,averia_router,resuelto,baja,11.2,Router no enciende.
T000296,2025-10-08T11:30:49,C00098,sin_servicio,resuelto,baja,46.6,"Sin servicio en toda la zona, varios avisos."
T000297,2025-10-07T22:57:02,C00394,instalacion,cerrado,media,50.5,Instalación pendiente desde hace 10 días.
T000298,2025-10-10T23:03:37,C00371,sin_servicio,cerrado,critica,65.1,Sin conexión desde anoche.
T000299,2025-10-16T02:19:10,C00478,velocidad_baja,resuelto,media,50.4,Cliente reporta velocidad inferior a la contratada.
T000300,2025-10-03T05:45:24,C00053,velocidad_baja,resuelto,media,8.8,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000301,2025-10-11T04:29:16,C00165,averia_router,abierto,alta,,Router pierde configuración tras corte de luz.
T000302,2025-10-22T09:56:13,C00344,facturacion,en_proceso,baja,,Cliente reclama subida de cuota sin aviso.
T000303,2025-10-28T04:00:40,C00264,sin_servicio,resuelto,baja,11.4,"Sin servicio en toda la zona, varios avisos."
T000304,2025-10-14T18:01:50,C00294,sin_servicio,resuelto,baja,30.9,Sin conexión desde anoche.
T000305,2025-10-27T05:49:04,C00228,facturacion,en_proceso,baja,,Cliente reclama subida de cuota sin aviso.
T000306,2025-10-03T10:47:07,C00055,velocidad_baja,en_proceso,media,,Velocidad muy baja en horario de tarde.
T000307,2025-10-29T22:31:54,C00457,consulta_tarifa,abierto,media,,Cliente pregunta por tarifas de fibra 1000.
T000308,2025-10-26T21:33:17,C00041,portabilidad,resuelto,baja,78.6,Confirmación de portabilidad recibida.
T000309,2025-10-23T17:34:51,C00050,portabilidad,resuelto,baja,77.1,Confirmación de portabilidad recibida.
T000310,2025-10-12T05:56:35,C00486,portabilidad,resuelto,media,73.7,"Portabilidad bloqueada, requiere intervención."
T000311,2025-10-18T15:26:57,C00201,facturacion,en_proceso,alta,,Cliente reclama subida de cuota sin aviso.
T000312,2025-10-23T00:06:46,C00250,intermitencias,resuelto,media,75.8,Wifi se cae varias veces al día.
T000313,2025-10-23T09:23:07,C00434,velocidad_baja,abierto,baja,,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000314,2025-10-05T23:55:28,C00208,intermitencias,resuelto,baja,55.4,"Conexión inestable, especialmente por la noche."
T000315,2025-10-23T09:04:28,C00206,sin_servicio,resuelto,media,76.2,"Sin servicio en toda la zona, varios avisos."
T000316,2025-10-19T15:10:42,C00034,consulta_tarifa,resuelto,baja,15.7,Solicita información sobre paquete convergente.
T000317,2025-10-28T12:50:56,C00404,instalacion,resuelto,media,41.7,Instalación pendiente desde hace 10 días.
T000318,2025-10-28T20:58:40,C00429,instalacion,resuelto,baja,63.8,Solicita cita para nueva instalación.
T000319,2025-10-27T22:43:26,C00050,portabilidad,en_proceso,media,,"Portabilidad bloqueada, requiere intervención."
T000320,2025-10-30T01:01:20,C00056,portabilidad,en_proceso,critica,,Solicita portabilidad desde otro operador.
T000321,2025-10-07T17:50:59,C00455,consulta_tarifa,resuelto,media,6.4,Cliente pregunta por tarifas de fibra 1000.
T000322,2025-10-19T22:21:45,C00316,velocidad_baja,cerrado,media,43.8,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000323,2025-10-15T13:13:01,C00292,portabilidad,en_proceso,media,,"Portabilidad bloqueada, requiere intervención."
T000324,2025-10-05T08:01:38,C00299,averia_router,cerrado,critica,69.0,"Router emite olor a quemado, requiere sustitución."
T000325,2025-10-04T00:42:48,C00190,velocidad_baja,resuelto,media,81.4,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000326,2025-10-06T07:48:28,C00441,velocidad_baja,abierto,media,,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000327,2025-10-31T08:25:38,C00163,averia_router,cerrado,baja,67.6,"Router emite olor a quemado, requiere sustitución."
T000328,2025-10-24T01:15:55,C00072,consulta_tarifa,resuelto,media,20.7,Cliente pregunta por tarifas de fibra 1000.
T000329,2025-10-08T11:44:03,C00148,facturacion,resuelto,alta,34.9,Cliente reclama subida de cuota sin aviso.
T000330,2025-10-07T23:46:02,C00370,intermitencias,en_proceso,baja,,Cortes intermitentes cada pocos minutos.
T000331,2025-10-21T04:30:24,C00441,portabilidad,resuelto,critica,13.5,Solicita portabilidad desde otro operador.
T000332,2025-10-09T17:28:44,C00233,portabilidad,cerrado,media,89.3,Confirmación de portabilidad recibida.
T000333,2025-10-21T14:53:42,C00310,consulta_tarifa,resuelto,media,34.4,Cliente pregunta por tarifas de fibra 1000.
T000334,2025-10-14T01:41:58,C00211,velocidad_baja,resuelto,alta,23.1,Velocidad muy baja en horario de tarde.
T000335,2025-10-18T21:25:30,C00058,instalacion,abierto,baja,,Instalación pendiente desde hace 10 días.
T000336,2025-10-14T13:32:53,C00239,portabilidad,escalado,baja,70.2,Confirmación de portabilidad recibida.
T000337,2025-10-04T18:58:19,C00351,sin_servicio,resuelto,media,23.9,"Sin servicio en toda la zona, varios avisos."
T000338,2025-10-23T18:16:18,C00233,averia_router,resuelto,alta,51.6,Router no enciende.
T000339,2025-10-15T00:57:08,C00086,portabilidad,resuelto,baja,34.2,"Portabilidad bloqueada, requiere intervención."
T000340,2025-10-13T15:26:17,C00032,velocidad_baja,resuelto,media,29.5,Velocidad muy baja en horario de tarde.
T000341,2025-10-31T07:22:55,C00014,portabilidad,resuelto,media,63.2,"Portabilidad bloqueada, requiere intervención."
T000342,2025-10-13T05:39:38,C00068,averia_router,resuelto,baja,7.8,"Router emite olor a quemado, requiere sustitución."
T000343,2025-10-09T11:26:23,C00466,averia_router,resuelto,baja,71.3,Router pierde configuración tras corte de luz.
T000344,2025-10-12T11:11:17,C00249,intermitencias,resuelto,baja,17.3,"Conexión inestable, especialmente por la noche."
T000345,2025-10-08T01:01:08,C00305,intermitencias,cerrado,alta,33.2,Cortes intermitentes cada pocos minutos.
T000346,2025-10-12T13:13:43,C00339,intermitencias,cerrado,alta,39.9,Wifi se cae varias veces al día.
T000347,2025-10-03T15:17:38,C00329,portabilidad,cerrado,baja,55.7,"Portabilidad bloqueada, requiere intervención."
T000348,2025-10-24T02:51:01,C00155,averia_router,cerrado,baja,16.5,"Router emite olor a quemado, requiere sustitución."
T000349,2025-10-19T22:27:54,C00243,portabilidad,cerrado,alta,51.4,"Portabilidad bloqueada, requiere intervención."
T000350,2025-10-15T00:28:02,C00475,averia_router,en_proceso,alta,,Router no enciende.
T000351,2025-10-05T17:26:15,C00470,portabilidad,resuelto,baja,51.1,Solicita portabilidad desde otro operador.
T000352,2025-10-17T06:15:55,C00139,instalacion,escalado,media,88.2,Instalación pendiente desde hace 10 días.
T000353,2025-10-12T17:42:49,C00376,averia_router,cerrado,baja,56.3,"Router emite olor a quemado, requiere sustitución."
T000354,2025-10-27T14:00:53,C00006,facturacion,resuelto,media,95.4,Cliente reclama subida de cuota sin aviso.
T000355,2025-10-22T15:33:37,C00180,velocidad_baja,cerrado,baja,9.8,Cliente reporta velocidad inferior a la contratada.
T000356,2025-10-05T11:07:09,C00030,facturacion,cerrado,baja,3.8,Duplicidad en cobro de cuota mensual.
T000357,2025-10-05T04:38:50,C00439,facturacion,escalado,media,68.1,Cargo no reconocido en la última factura.
T000358,2025-10-06T09:08:37,C00357,intermitencias,resuelto,alta,62.4,Cortes intermitentes cada pocos minutos.
T000359,2025-10-23T00:18:00,C00473,intermitencias,resuelto,media,89.9,"Conexión inestable, especialmente por la noche."
T000360,2025-10-13T11:49:07,C00083,averia_router,cerrado,media,64.3,"Router emite olor a quemado, requiere sustitución."
T000361,2025-10-13T12:52:11,C00490,sin_servicio,resuelto,baja,37.6,Sin conexión desde anoche.
T000362,2025-10-30T15:03:11,C00202,averia_router,en_proceso,baja,,Router no enciende.
T000363,2025-10-11T14:26:19,C00315,intermitencias,resuelto,baja,52.1,Wifi se cae varias veces al día.
T000364,2025-10-04T10:02:10,C00293,sin_servicio,cerrado,media,10.4,Sin conexión desde anoche.
T000365,2025-10-01T01:00:39,C00478,averia_router,cerrado,baja,48.0,Router pierde configuración tras corte de luz.
T000366,2025-10-28T21:30:15,C00002,velocidad_baja,resuelto,baja,67.4,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000367,2025-10-27T05:17:44,C00116,portabilidad,resuelto,media,70.0,Solicita portabilidad desde otro operador.
T000368,2025-10-28T12:53:13,C00275,velocidad_baja,resuelto,media,75.0,Cliente reporta velocidad inferior a la contratada.
T000369,2025-10-05T09:38:04,C00188,instalacion,resuelto,baja,5.8,Técnico no acudió a la cita programada.
T000370,2025-10-10T20:39:09,C00091,instalacion,en_proceso,media,,Instalación pendiente desde hace 10 días.
T000371,2025-10-06T04:23:37,C00323,velocidad_baja,escalado,media,29.0,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000372,2025-10-07T19:02:43,C00019,instalacion,resuelto,alta,42.3,Solicita cita para nueva instalación.
T000373,2025-10-24T17:59:50,C00200,facturacion,abierto,critica,,Cargo no reconocido en la última factura.
T000374,2025-10-01T19:07:43,C00019,sin_servicio,cerrado,media,48.2,"Router sin luz verde, cliente sin servicio."
T000375,2025-10-20T16:27:03,C00061,instalacion,abierto,alta,,Solicita cita para nueva instalación.
T000376,2025-10-27T01:08:21,C00077,facturacion,cerrado,media,44.3,Duplicidad en cobro de cuota mensual.
T000377,2025-10-01T22:12:36,C00242,facturacion,cerrado,baja,14.0,Duplicidad en cobro de cuota mensual.
T000378,2025-10-03T10:12:19,C00464,velocidad_baja,resuelto,media,1.9,Velocidad muy baja en horario de tarde.
T000379,2025-10-04T02:30:57,C00419,averia_router,cerrado,baja,58.9,Router pierde configuración tras corte de luz.
T000380,2025-10-11T16:59:08,C00033,sin_servicio,en_proceso,media,,"Sin servicio en toda la zona, varios avisos."
T000381,2025-10-20T12:22:26,C00167,facturacion,resuelto,alta,94.3,Duplicidad en cobro de cuota mensual.
T000382,2025-10-03T05:06:43,C00304,sin_servicio,escalado,media,13.6,Sin conexión desde anoche.
T000383,2025-10-09T03:47:36,C00357,intermitencias,resuelto,baja,14.0,Wifi se cae varias veces al día.
T000384,2025-10-07T11:23:18,C00052,instalacion,resuelto,media,88.9,Solicita cita para nueva instalación.
T000385,2025-10-01T08:24:59,C00092,consulta_tarifa,cerrado,baja,47.0,Cliente pregunta por tarifas de fibra 1000.
T000386,2025-10-24T02:35:41,C00355,sin_servicio,cerrado,media,27.6,"Sin servicio en toda la zona, varios avisos."
T000387,2025-10-12T14:45:02,C00481,intermitencias,resuelto,media,50.5,Wifi se cae varias veces al día.
T000388,2025-10-30T17:05:22,C00487,intermitencias,resuelto,baja,17.7,Wifi se cae varias veces al día.
T000389,2025-10-28T01:46:46,C00121,sin_servicio,resuelto,alta,33.7,Sin conexión desde anoche.
T000390,2025-10-31T01:05:42,C00186,facturacion,en_proceso,media,,Cargo no reconocido en la última factura.
T000391,2025-10-10T09:41:56,C00058,facturacion,resuelto,media,20.4,Cargo no reconocido en la última factura.
T000392,2025-10-08T18:08:00,C00344,intermitencias,resuelto,critica,45.8,Cortes intermitentes cada pocos minutos.
T000393,2025-10-22T02:25:45,C00129,velocidad_baja,abierto,baja,,Cliente reporta velocidad inferior a la contratada.
T000394,2025-10-03T13:06:58,C00474,instalacion,resuelto,alta,43.8,Solicita cita para nueva instalación.
T000395,2025-10-06T15:13:32,C00037,intermitencias,en_proceso,baja,,"Conexión inestable, especialmente por la noche."
T000396,2025-10-16T19:27:01,C00118,facturacion,cerrado,media,31.6,Cargo no reconocido en la última factura.
T000397,2025-10-19T05:31:36,C00457,sin_servicio,resuelto,baja,71.0,Sin conexión desde anoche.
T000398,2025-10-22T03:49:10,C00075,facturacion,abierto,media,,Cargo no reconocido en la última factura.
T000399,2025-10-23T05:18:21,C00369,facturacion,cerrado,media,37.5,Cargo no reconocido en la última factura.
T000400,2025-10-02T13:23:34,C00355,facturacion,resuelto,critica,19.8,Cargo no reconocido en la última factura.
T000401,2025-10-09T07:27:50,C00390,velocidad_baja,resuelto,baja,45.0,Tests de velocidad muestran 50 Mbps de los 600 contratados.
T000402,2025-10-30T16:28:54,C00464,instalacion,resuelto,baja,15.5,Técnico no acudió a la cita programada.
T000403,2025-10-26T07:54:16,C00251,intermitencias,resuelto,media,22.4,Wifi se cae varias veces al día.
T000404,2025-10-21T18:47:05,C00377,facturacion,resuelto,alta,27.2,Duplicidad en cobro de cuota mensual.
T000405,2025-10-08T05:33:44,C00468,facturacion,resuelto,media,21.7,Duplicidad en cobro de cuota mensual.
T000406,2025-10-25T11:27:16,C00018,velocidad_baja,resuelto,baja,95.2,Velocidad muy baja en horario de tarde.
T000407,2025-10-22T23:07:56,C00254,consulta_tarifa,resuelto,media,76.7,Cliente pregunta por tarifas de fibra 1000.
T000408,2025-10-20T17:44:39,C00487,facturacion,en_proceso,alta,,Duplicidad en cobro de cuota mensual.
T000409,2025-10-05T09:42:27,C00009,facturacion,en_proceso,baja,,Duplicidad en cobro de cuota mensual.
T000410,2025-10-29T08:00:47,C00013,portabilidad,resuelto,baja,44.4,Confirmación de portabilidad recibida.
T000411,2025-10-18T23:34:16,C00321,portabilidad,resuelto,baja,67.6,Solicita portabilidad desde otro operador.
T000412,2025-10-17T03:51:49,C00272,portabilidad,cerrado,baja,60.4,"Portabilidad bloqueada, requiere intervención."
T000413,2025-10-27T07:58:57,C00295,velocidad_baja,resuelto,alta,67.2,Velocidad muy baja en horario de tarde.
T000414,2025-10-03T15:51:36,C00264,facturacion,cerrado,baja,84.6,Duplicidad en cobro de cuota mensual.
T000415,2025-10-02T23:37:19,C00188,instalacion,cerrado,baja,35.4,Técnico no acudió a la cita programada.
T000416,2025-10-28T05:19:50,C00364,instalacion,en_proceso,media,,Solicita cita para nueva instalación.
T000417,2025-10-06T12:18:15,C00333,facturacion,en_proceso,baja,,Duplicidad en cobro de cuota mensual.
T000418,2025-10-11T04:25:39,C00386,portabilidad,cerrado,alta,83.7,Confirmación de portabilidad recibida.
T000419,2025-10-14T10:53:51,C00028,facturacion,resuelto,alta,48.6,Cliente reclama subida de cuota sin aviso.
T000420,2025-10-23T19:46:50,C00364,sin_servicio,resuelto,media,48.4,Sin conexión desde anoche.
